Service_Component_WBS_aff,Urgency,KM_number,Count_Related_Interactions,Count_Related_Incidents,Count_Related_Changes,SLAFail,Open_Time_HourOfDay,Open_Time_DayOfWeek,CI_TypeSubType_aff
WBS000191,4 Low,KM0000263,1.0,0.0,0.0,1,11,Friday,application-Server Based Application
WBS000094,3 Medium,KM0001162,1.0,0.0,0.0,0,11,Friday,application-Desktop Application
WBS000073,4 Low,KM0000702,1.0,0.0,0.0,0,11,Friday,subapplication-Web Based Application
WBS000094,5 Very Low,KM0002073,1.0,0.0,0.0,1,11,Friday,application-Desktop Application
WBS000073,4 Low,KM0001574,1.0,0.0,0.0,1,12,Friday,application-Client Based Application
WBS000199,4 Low,KM0001219,1.0,0.0,0.0,0,12,Friday,application-Server Based Application
WBS000073,4 Low,KM0001992,1.0,0.0,0.0,1,12,Friday,application-Server Based Application
WBS000162,4 Low,KM0000553,1.0,0.0,0.0,1,13,Friday,subapplication-Web Based Application
WBS000128,4 Low,KM0002059,1.0,0.0,0.0,0,14,Friday,application-Server Based Application
WBS000300,4 Low,KM0001274,1.0,0.0,0.0,1,14,Friday,application-Server Based Application
WBS000128,5 Very Low,KM0002100,1.0,0.0,0.0,0,9,Friday,storage-SAN
WBS000073,4 Low,KM0001681,1.0,0.0,0.0,0,9,Friday,application-Server Based Application
WBS000073,5 Very Low,KM0000711,1.0,0.0,0.0,1,9,Friday,application-Web Based Application
WBS000093,4 Low,KM0001336,1.0,0.0,0.0,1,10,Friday,application-Desktop Application
WBS000073,4 Low,KM0001314,1.0,0.0,0.0,0,10,Friday,application-Server Based Application
WBS000125,5 Very Low,KM0000727,1.0,0.0,0.0,0,10,Friday,subapplication-Web Based Application
WBS000318,5 Very Low,KM0000836,1.0,0.0,0.0,1,10,Friday,application-Web Based Application
WBS000073,4 Low,KM0000761,1.0,0.0,0.0,0,10,Friday,subapplication-Web Based Application
WBS000125,5 Very Low,KM0000727,1.0,0.0,0.0,0,10,Friday,subapplication-Web Based Application
WBS000073,4 Low,KM0001888,1.0,0.0,0.0,0,10,Friday,application-Client Based Application
WBS000128,5 Very Low,KM0002100,1.0,0.0,0.0,0,10,Friday,storage-SAN
WBS000092,4 Low,KM0000462,1.0,0.0,0.0,0,10,Friday,application-Desktop Application
WBS000073,5 Very Low,KM0000711,2.0,0.0,0.0,1,10,Friday,application-Web Based Application
WBS000095,4 Low,KM0001345,1.0,0.0,0.0,0,11,Friday,subapplication-Server Based Application
WBS000073,5 Very Low,KM0001931,1.0,0.0,0.0,1,11,Friday,application-Web Based Application
WBS000073,5 Very Low,KM0000795,1.0,0.0,0.0,1,11,Friday,subapplication-Web Based Application
WBS000073,4 Low,KM0000744,1.0,0.0,0.0,1,11,Friday,subapplication-Web Based Application
WBS000073,4 Low,KM0000742,1.0,0.0,0.0,0,11,Friday,subapplication-Web Based Application
WBS000073,4 Low,KM0001736,1.0,0.0,0.0,0,11,Friday,subapplication-Web Based Application
WBS000223,4 Low,KM0001308,1.0,0.0,0.0,1,11,Friday,application-Server Based Application
WBS000318,4 Low,KM0001283,1.0,0.0,0.0,0,12,Friday,application-Web Based Application
WBS000073,4 Low,KM0001728,1.0,0.0,0.0,0,12,Friday,subapplication-Web Based Application
WBS000099,4 Low,KM0000224,1.0,0.0,0.0,1,12,Friday,application-Server Based Application
WBS000136,4 Low,KM0001323,1.0,0.0,0.0,0,13,Friday,application-SharePoint Farm
WBS000294,3 Medium,KM0001745,1.0,0.0,0.0,0,13,Friday,application-Server Based Application
WBS000073,4 Low,KM0001771,1.0,0.0,0.0,0,13,Friday,application-Server Based Application
WBS000073,4 Low,KM0001096,1.0,0.0,0.0,0,13,Friday,subapplication-Web Based Application
WBS000263,4 Low,KM0001106,1.0,0.0,0.0,0,13,Friday,application-Server Based Application
WBS000095,4 Low,KM0001348,1.0,0.0,0.0,0,13,Friday,subapplication-Server Based Application
WBS000146,2 High,KM0000274,1.0,0.0,0.0,1,13,Friday,computer-Banking Device
WBS000099,3 Medium,KM0000480,1.0,0.0,0.0,0,14,Friday,application-Server Based Application
WBS000073,4 Low,KM0001677,1.0,0.0,0.0,1,14,Friday,application-Web Based Application
WBS000092,3 Medium,KM0001675,1.0,0.0,0.0,1,14,Friday,application-Desktop Application
WBS000073,4 Low,KM0000757,1.0,0.0,0.0,0,10,Friday,subapplication-Web Based Application
WBS000318,5 Very Low,KM0000836,1.0,0.0,0.0,1,10,Friday,application-Web Based Application
WBS000167,5 Very Low,KM0000069,1.0,0.0,1.0,1,10,Friday,application-Web Based Application
WBS000095,4 Low,KM0001545,1.0,0.0,0.0,0,10,Friday,subapplication-Server Based Application
WBS000318,4 Low,KM0001401,1.0,0.0,0.0,1,10,Friday,application-Web Based Application
WBS000023,4 Low,KM0000283,1.0,0.0,0.0,0,11,Friday,application-Server Based Application
WBS000088,2 High,KM0000611,1.0,0.0,0.0,0,11,Friday,application-Web Based Application
WBS000073,4 Low,KM0002041,1.0,0.0,0.0,0,11,Friday,subapplication-Web Based Application
WBS000040,3 Medium,KM0000199,1.0,0.0,0.0,0,11,Friday,application-Server Based Application
WBS000152,5 Very Low,KM0000075,1.0,0.0,0.0,1,11,Friday,application-Web Based Application
WBS000073,4 Low,KM0001729,1.0,0.0,0.0,1,11,Friday,subapplication-Web Based Application
WBS000188,3 Medium,KM0000028,1.0,0.0,0.0,0,12,Friday,application-Server Based Application
WBS000092,4 Low,KM0000471,1.0,0.0,0.0,0,12,Friday,application-Desktop Application
WBS000073,4 Low,KM0001272,1.0,0.0,0.0,1,12,Friday,application-Web Based Application
WBS000255,3 Medium,KM0000588,1.0,0.0,1.0,0,13,Friday,application-Server Based Application
WBS000162,4 Low,KM0000553,1.0,0.0,0.0,1,14,Friday,subapplication-Web Based Application
WBS000073,4 Low,KM0001624,1.0,0.0,0.0,0,14,Friday,application-Web Based Application
WBS000318,5 Very Low,KM0001290,2.0,0.0,0.0,1,14,Friday,application-Web Based Application
WBS000073,4 Low,KM0001728,1.0,0.0,0.0,0,14,Friday,subapplication-Web Based Application
WBS000146,4 Low,KM0000272,1.0,0.0,0.0,1,15,Friday,computer-Banking Device
WBS000073,4 Low,KM0001365,1.0,0.0,0.0,0,15,Friday,application-Server Based Application
WBS000162,4 Low,KM0000553,1.0,2.0,0.0,1,15,Friday,subapplication-Web Based Application
WBS000091,4 Low,KM0000316,1.0,0.0,0.0,1,16,Friday,displaydevice-Monitor
WBS000088,4 Low,KM0000611,1.0,1.0,1.0,1,16,Friday,application-Web Based Application
WBS000212,4 Low,KM0000467,1.0,0.0,0.0,1,16,Friday,application-Desktop Application
WBS000073,4 Low,KM0001736,1.0,0.0,0.0,0,16,Friday,subapplication-Web Based Application
WBS000073,4 Low,KM0001259,1.0,0.0,0.0,0,16,Friday,application-Web Based Application
WBS000055,4 Low,KM0000401,1.0,1.0,0.0,1,16,Friday,application-Web Based Application
WBS000073,4 Low,KM0001363,1.0,0.0,0.0,0,11,Friday,application-Server Based Application
WBS000073,5 Very Low,KM0000784,1.0,0.0,0.0,1,11,Friday,application-Web Based Application
WBS000073,4 Low,KM0001624,1.0,0.0,0.0,0,11,Friday,application-Web Based Application
WBS000073,4 Low,KM0001245,1.0,0.0,0.0,0,11,Friday,application-Web Based Application
WBS000073,4 Low,KM0001363,2.0,0.0,0.0,1,12,Friday,application-Server Based Application
WBS000073,5 Very Low,KM0001927,1.0,0.0,0.0,1,12,Friday,application-Web Based Application
WBS000073,4 Low,KM0000816,1.0,0.0,0.0,0,12,Friday,subapplication-Web Based Application
WBS000030,5 Very Low,KM0000164,1.0,0.0,0.0,0,12,Friday,application-Server Based Application
WBS000073,4 Low,KM0000767,1.0,0.0,0.0,1,12,Friday,subapplication-Web Based Application
WBS000073,4 Low,KM0001736,1.0,0.0,0.0,0,12,Friday,subapplication-Web Based Application
WBS000073,4 Low,KM0001706,1.0,0.0,0.0,1,13,Friday,application-Server Based Application
WBS000090,4 Low,KM0001526,1.0,0.0,0.0,1,13,Friday,application-Server Based Application
WBS000125,3 Medium,KM0000204,1.0,0.0,0.0,1,13,Friday,subapplication-Web Based Application
WBS000093,4 Low,KM0001186,1.0,0.0,0.0,1,13,Friday,application-Desktop Application
WBS000318,5 Very Low,KM0001650,1.0,0.0,0.0,0,13,Friday,application-Web Based Application
WBS000152,5 Very Low,KM0000075,1.0,0.0,0.0,1,13,Friday,application-Web Based Application
WBS000139,5 Very Low,KM0001028,1.0,0.0,0.0,1,14,Friday,application-Server Based Application
WBS000146,4 Low,KM0000274,1.0,0.0,0.0,1,14,Friday,computer-Banking Device
WBS000146,4 Low,KM0000274,1.0,0.0,0.0,1,14,Friday,computer-Banking Device
WBS000091,5 Very Low,KM0001443,1.0,0.0,0.0,1,14,Friday,computer-Laptop
WBS000073,4 Low,KM0001828,1.0,0.0,0.0,0,14,Friday,application-Server Based Application
WBS000125,5 Very Low,KM0001158,1.0,0.0,0.0,0,14,Friday,subapplication-Web Based Application
WBS000073,4 Low,KM0000741,1.0,0.0,0.0,0,14,Friday,subapplication-Web Based Application
WBS000182,3 Medium,KM0001141,1.0,0.0,0.0,1,14,Friday,storage-Controller
WBS000073,4 Low,KM0000757,1.0,0.0,0.0,0,14,Friday,subapplication-Web Based Application
WBS000073,4 Low,KM0002041,1.0,0.0,0.0,0,14,Friday,subapplication-Web Based Application
WBS000073,5 Very Low,KM0000784,1.0,0.0,0.0,0,14,Friday,application-Web Based Application
WBS000073,4 Low,KM0002041,1.0,0.0,0.0,0,14,Friday,subapplication-Web Based Application
WBS000217,4 Low,KM0001145,1.0,0.0,0.0,0,14,Friday,application-Desktop Application
WBS000073,4 Low,KM0001363,1.0,0.0,0.0,0,14,Friday,application-Server Based Application
WBS000187,5 Very Low,KM0001447,2.0,0.0,0.0,1,14,Friday,computer-Laptop
WBS000073,4 Low,KM0000757,1.0,0.0,0.0,0,15,Friday,subapplication-Web Based Application
WBS000073,5 Very Low,KM0001986,1.0,0.0,0.0,0,15,Friday,application-Server Based Application
WBS000073,5 Very Low,KM0000703,1.0,0.0,0.0,0,15,Friday,subapplication-Web Based Application
WBS000073,5 Very Low,KM0001363,1.0,0.0,0.0,1,15,Friday,application-Server Based Application
WBS000073,4 Low,KM0000748,1.0,0.0,0.0,0,16,Friday,subapplication-Web Based Application
WBS000073,5 Very Low,KM0001301,1.0,0.0,0.0,1,16,Friday,application-Web Based Application
WBS000182,3 Medium,KM0001141,1.0,0.0,0.0,1,16,Friday,storage-Controller
WBS000073,4 Low,KM0000741,1.0,0.0,0.0,1,16,Friday,subapplication-Web Based Application
WBS000091,5 Very Low,KM0001444,1.0,0.0,0.0,1,16,Friday,computer-Laptop
WBS000073,4 Low,KM0000830,1.0,0.0,0.0,1,17,Friday,subapplication-Web Based Application
WBS000223,4 Low,KM0000979,1.0,0.0,0.0,1,17,Friday,application-Server Based Application
WBS000043,5 Very Low,KM0001763,1.0,0.0,0.0,0,16,Friday,application-Server Based Application
WBS000303,3 Medium,KM0001024,1.0,0.0,0.0,1,16,Friday,application-Web Based Application
WBS000162,4 Low,KM0000553,1.0,0.0,0.0,1,16,Friday,subapplication-Web Based Application
WBS000073,4 Low,KM0001719,1.0,0.0,0.0,0,16,Friday,application-Server Based Application
WBS000073,4 Low,KM0001736,1.0,0.0,0.0,1,16,Friday,subapplication-Web Based Application
WBS000187,5 Very Low,KM0001446,1.0,0.0,0.0,1,17,Friday,computer-Desktop
WBS000128,4 Low,KM0002059,1.0,0.0,0.0,0,15,Friday,application-Server Based Application
WBS000073,4 Low,KM0001588,1.0,0.0,0.0,1,15,Friday,subapplication-Web Based Application
WBS000073,4 Low,KM0001624,1.0,0.0,0.0,0,15,Friday,application-Web Based Application
WBS000318,4 Low,KM0000818,1.0,0.0,0.0,1,15,Friday,application-Web Based Application
WBS000199,3 Medium,KM0000940,1.0,0.0,0.0,0,15,Friday,software-System Software
WBS000199,3 Medium,KM0000940,1.0,0.0,0.0,0,15,Friday,application-Server Based Application
WBS000073,4 Low,KM0000819,1.0,0.0,0.0,1,15,Friday,application-Web Based Application
WBS000092,4 Low,KM0001783,1.0,0.0,0.0,1,15,Friday,application-Desktop Application
WBS000073,4 Low,KM0000720,1.0,0.0,0.0,1,16,Friday,application-Web Based Application
WBS000073,4 Low,KM0001384,1.0,0.0,0.0,1,16,Friday,application-Web Based Application
WBS000223,4 Low,KM0001308,1.0,0.0,0.0,1,16,Friday,application-Server Based Application
WBS000073,4 Low,KM0001314,1.0,0.0,0.0,1,16,Friday,application-Server Based Application
WBS000110,4 Low,KM0001094,2.0,0.0,0.0,1,16,Friday,application-Desktop Application
WBS000073,4 Low,KM0001829,2.0,0.0,0.0,1,16,Friday,application-Server Based Application
WBS000152,5 Very Low,KM0000075,1.0,0.0,0.0,0,16,Friday,application-Web Based Application
WBS000073,4 Low,KM0001452,1.0,0.0,0.0,1,16,Friday,application-Web Based Application
WBS000318,5 Very Low,KM0001362,1.0,0.0,0.0,1,16,Friday,application-Web Based Application
WBS000073,5 Very Low,KM0001592,1.0,0.0,0.0,0,16,Friday,application-Web Based Application
WBS000318,5 Very Low,KM0000836,3.0,0.0,0.0,1,16,Friday,application-Web Based Application
WBS000029,4 Low,KM0000158,2.0,0.0,0.0,1,17,Friday,application-Server Based Application
WBS000138,5 Very Low,KM0000127,1.0,0.0,1.0,1,17,Friday,application-Web Based Application
WBS000162,4 Low,KM0000553,1.0,0.0,0.0,1,16,Friday,subapplication-Web Based Application
WBS000234,4 Low,KM0001093,1.0,0.0,0.0,1,17,Friday,application-Desktop Application
WBS000016,3 Medium,KM0000938,1.0,0.0,0.0,0,17,Friday,application-Server Based Application
WBS000073,4 Low,KM0001609,2.0,0.0,0.0,1,17,Friday,application-Web Based Application
WBS000167,5 Very Low,KM0000069,1.0,0.0,1.0,1,17,Friday,application-Web Based Application
WBS000073,4 Low,KM0001241,1.0,0.0,0.0,1,18,Friday,application-Web Based Application
WBS000165,2 High,KM0001502,2.0,0.0,0.0,1,9,Sunday,application-Server Based Application
WBS000292,4 Low,KM0000924,18.0,0.0,0.0,0,7,Monday,application-Citrix
WBS000091,4 Low,KM0002040,1.0,0.0,0.0,0,7,Monday,application-Desktop Application
WBS000091,4 Low,KM0002040,1.0,0.0,0.0,0,7,Monday,application-Desktop Application
WBS000091,4 Low,KM0002040,1.0,0.0,0.0,0,7,Monday,application-Desktop Application
WBS000292,4 Low,KM0001131,1.0,0.0,0.0,0,7,Monday,application-Citrix
WBS000098,4 Low,KM0000924,1.0,0.0,0.0,0,7,Monday,application-Citrix
WBS000092,4 Low,KM0001127,1.0,0.0,1.0,0,7,Monday,application-Desktop Application
WBS000098,4 Low,KM0000924,1.0,0.0,0.0,0,8,Monday,application-Citrix
WBS000102,3 Medium,KM0000973,1.0,0.0,0.0,0,8,Monday,computer-Windows Server
WBS000098,4 Low,KM0001494,4.0,0.0,0.0,0,8,Monday,computer-Omgeving
WBS000102,4 Low,KM0000970,1.0,0.0,0.0,1,8,Monday,computer-Windows Server
WBS000102,4 Low,KM0000970,1.0,0.0,0.0,0,8,Monday,computer-Windows Server
WBS000098,4 Low,KM0000923,1.0,0.0,0.0,0,8,Monday,application-Citrix
WBS000098,4 Low,KM0001494,1.0,0.0,0.0,0,8,Monday,computer-Omgeving
WBS000098,4 Low,KM0001494,1.0,0.0,0.0,0,8,Monday,computer-Omgeving
WBS000098,4 Low,KM0000924,1.0,0.0,0.0,0,8,Monday,computer-Omgeving
WBS000292,4 Low,KM0001060,1.0,0.0,0.0,0,8,Monday,application-Citrix
WBS000098,4 Low,KM0000923,1.0,0.0,0.0,0,8,Monday,application-Citrix
WBS000098,4 Low,KM0001494,1.0,0.0,0.0,0,8,Monday,computer-Omgeving
WBS000255,3 Medium,KM0000588,1.0,0.0,0.0,0,9,Monday,application-Server Based Application
WBS000318,5 Very Low,KM0001362,1.0,0.0,0.0,1,9,Monday,application-Web Based Application
WBS000152,5 Very Low,KM0000075,1.0,0.0,0.0,0,9,Monday,application-Web Based Application
WBS000285,5 Very Low,KM0001757,1.0,0.0,0.0,0,9,Monday,application-Server Based Application
WBS000099,4 Low,KM0000012,1.0,0.0,0.0,0,9,Monday,application-Server Based Application
WBS000255,4 Low,KM0000588,1.0,0.0,0.0,0,9,Monday,application-Server Based Application
WBS000094,4 Low,KM0001208,1.0,0.0,0.0,0,10,Monday,application-Exchange
WBS000091,3 Medium,KM0001625,1.0,0.0,0.0,1,10,Monday,computer-Laptop
WBS000091,5 Very Low,KM0001444,1.0,0.0,0.0,0,10,Monday,computer-Laptop
WBS000146,2 High,KM0000274,1.0,0.0,0.0,0,10,Monday,computer-Banking Device
WBS000255,4 Low,KM0000588,1.0,0.0,0.0,0,10,Monday,application-Server Based Application
WBS000263,5 Very Low,KM0001105,1.0,0.0,0.0,0,10,Monday,application-Server Based Application
WBS000125,5 Very Low,KM0000727,1.0,0.0,0.0,0,10,Monday,subapplication-Web Based Application
WBS000249,4 Low,KM0000676,1.0,0.0,0.0,1,10,Monday,application-Server Based Application
WBS000152,5 Very Low,KM0001792,1.0,0.0,0.0,1,10,Monday,application-Server Based Application
WBS000292,4 Low,KM0001058,1.0,0.0,0.0,0,10,Monday,application-Citrix
WBS000250,3 Medium,KM0002071,1.0,0.0,0.0,1,10,Sunday,application-Server Based Application
WBS000027,5 Very Low,KM0000895,1.0,0.0,0.0,0,12,Sunday,application-Server Based Application
WBS000267,3 Medium,KM0000056,1.0,0.0,0.0,0,12,Sunday,hardware-DataCenterEquipment
WBS000307,3 Medium,KM0001350,1.0,0.0,0.0,0,21,Sunday,application-Server Based Application
WBS000102,3 Medium,KM0000940,1.0,0.0,0.0,0,7,Monday,application-Standard Application
WBS000092,4 Low,KM0001968,1.0,0.0,0.0,1,7,Monday,application-Desktop Application
WBS000152,2 High,KM0001178,12.0,0.0,1.0,0,8,Monday,application-Web Based Application
WBS000088,4 Low,KM0000611,1.0,0.0,0.0,0,8,Monday,application-Web Based Application
WBS000088,4 Low,KM0000611,1.0,0.0,0.0,0,8,Monday,application-Web Based Application
WBS000093,4 Low,KM0001899,2.0,0.0,0.0,1,8,Monday,application-Desktop Application
WBS000098,4 Low,KM0000911,1.0,0.0,0.0,0,8,Monday,computer-Omgeving
WBS000146,2 High,KM0000274,1.0,0.0,0.0,1,9,Monday,computer-Banking Device
WBS000091,5 Very Low,KM0001444,1.0,0.0,0.0,1,9,Monday,computer-Laptop
WBS000073,4 Low,KM0001866,1.0,0.0,0.0,0,9,Monday,application-Server Based Application
WBS000073,4 Low,KM0001866,1.0,0.0,0.0,0,9,Monday,application-Server Based Application
WBS000073,4 Low,KM0001365,1.0,0.0,0.0,0,9,Monday,application-Server Based Application
WBS000139,5 Very Low,KM0001028,1.0,11.0,0.0,1,9,Monday,application-Server Based Application
WBS000073,3 Medium,KM0001963,1.0,0.0,0.0,0,9,Monday,subapplication-Web Based Application
WBS000130,5 Very Low,KM0000473,1.0,0.0,0.0,0,10,Monday,application-Desktop Application
WBS000093,4 Low,KM0001186,1.0,0.0,0.0,1,10,Monday,application-Desktop Application
WBS000111,5 Very Low,KM0001102,1.0,0.0,0.0,1,10,Monday,application-Desktop Application
WBS000187,5 Very Low,KM0001447,1.0,0.0,0.0,0,10,Monday,computer-Laptop
WBS000199,3 Medium,KM0000940,1.0,0.0,1.0,0,10,Monday,application-Server Based Application
WBS000171,5 Very Low,KM0000699,1.0,0.0,0.0,0,10,Monday,application-Web Based Application
WBS000073,4 Low,KM0000741,1.0,0.0,0.0,0,10,Monday,subapplication-Web Based Application
WBS000073,4 Low,KM0000848,1.0,0.0,0.0,0,10,Monday,subapplication-Web Based Application
WBS000091,5 Very Low,KM0001444,1.0,0.0,0.0,0,11,Monday,computer-Laptop
WBS000223,4 Low,KM0000881,1.0,0.0,0.0,1,11,Monday,application-Server Based Application
WBS000055,4 Low,KM0000401,1.0,0.0,0.0,1,11,Monday,application-Web Based Application
WBS000073,5 Very Low,KM0001375,1.0,0.0,0.0,0,11,Monday,application-Web Based Application
WBS000073,4 Low,KM0001728,1.0,0.0,0.0,0,11,Monday,subapplication-Web Based Application
WBS000043,3 Medium,KM0000215,1.0,0.0,0.0,0,11,Monday,application-Web Based Application
WBS000073,4 Low,KM0001685,1.0,0.0,0.0,0,12,Monday,application-Web Based Application
WBS000098,4 Low,KM0001953,1.0,0.0,0.0,0,12,Monday,subapplication-Citrix
WBS000199,3 Medium,KM0000940,1.0,0.0,0.0,0,12,Monday,software-System Software
WBS000073,4 Low,KM0000705,1.0,0.0,0.0,1,13,Monday,subapplication-Web Based Application
WBS000023,3 Medium,KM0000940,1.0,0.0,0.0,0,13,Monday,application-Server Based Application
WBS000292,4 Low,KM0001060,1.0,0.0,0.0,0,13,Monday,application-Citrix
WBS000285,2 High,KM0000379,1.0,0.0,0.0,0,5,Monday,application-Server Based Application
WBS000292,4 Low,KM0001060,3.0,0.0,0.0,0,8,Monday,application-Citrix
WBS000292,4 Low,KM0001059,1.0,0.0,0.0,0,8,Monday,application-Citrix
WBS000098,4 Low,KM0001494,1.0,0.0,0.0,0,8,Monday,computer-Omgeving
WBS000289,3 Medium,KM0001284,1.0,0.0,0.0,0,8,Monday,application-Desktop Application
WBS000152,5 Very Low,KM0000081,1.0,0.0,0.0,0,9,Monday,application-Web Based Application
WBS000073,4 Low,KM0000818,1.0,0.0,0.0,0,9,Monday,subapplication-Web Based Application
WBS000318,3 Medium,KM0000844,1.0,0.0,0.0,1,9,Monday,application-Web Based Application
WBS000271,4 Low,KM0001163,1.0,0.0,0.0,1,9,Monday,application-SAP
WBS000110,4 Low,KM0001094,1.0,0.0,0.0,1,9,Monday,application-Desktop Application
WBS000263,4 Low,KM0001106,1.0,0.0,0.0,0,9,Monday,application-Server Based Application
WBS000101,4 Low,KM0000862,1.0,0.0,0.0,1,9,Monday,application-Server Based Application
WBS000091,4 Low,KM0000316,1.0,0.0,0.0,1,9,Monday,displaydevice-Monitor
WBS000091,5 Very Low,KM0001444,1.0,0.0,0.0,0,9,Monday,computer-Laptop
WBS000110,5 Very Low,KM0000833,1.0,0.0,0.0,0,9,Monday,application-Desktop Application
WBS000091,4 Low,KM0000866,1.0,0.0,0.0,1,9,Monday,computer-Laptop
WBS000054,4 Low,KM0000650,1.0,0.0,0.0,0,10,Monday,application-Server Based Application
WBS000199,3 Medium,KM0000940,2.0,0.0,0.0,0,10,Monday,computer-zOS Cluster
WBS000073,4 Low,KM0000818,1.0,0.0,0.0,0,10,Monday,subapplication-Web Based Application
WBS000073,4 Low,KM0000818,1.0,0.0,0.0,0,10,Monday,subapplication-Web Based Application
WBS000134,5 Very Low,KM0000193,1.0,0.0,0.0,1,10,Monday,software-System Software
WBS000318,4 Low,KM0001418,1.0,0.0,0.0,1,10,Monday,application-Web Based Application
WBS000054,3 Medium,KM0000650,1.0,0.0,0.0,1,10,Monday,application-Server Based Application
WBS000073,4 Low,KM0000815,1.0,0.0,0.0,0,10,Monday,subapplication-Web Based Application
WBS000292,4 Low,KM0001131,1.0,0.0,0.0,0,11,Monday,application-Citrix
WBS000054,4 Low,KM0000650,1.0,0.0,0.0,0,11,Monday,application-Server Based Application
WBS000023,4 Low,KM0000283,1.0,0.0,0.0,0,11,Monday,application-Server Based Application
WBS000073,4 Low,KM0000750,1.0,0.0,0.0,1,11,Monday,subapplication-Web Based Application
WBS000139,5 Very Low,KM0001028,1.0,0.0,0.0,0,11,Monday,application-Server Based Application
WBS000098,4 Low,KM0000924,1.0,0.0,0.0,0,8,Monday,computer-Omgeving
WBS000095,4 Low,KM0001345,1.0,0.0,0.0,0,8,Monday,subapplication-Server Based Application
WBS000095,4 Low,KM0000223,1.0,0.0,0.0,1,8,Monday,subapplication-Server Based Application
WBS000263,4 Low,KM0000592,1.0,0.0,0.0,0,8,Monday,application-Server Based Application
WBS000292,2 High,KM0001131,20.0,0.0,0.0,1,8,Monday,application-Citrix
WBS000152,5 Very Low,KM0001178,1.0,0.0,1.0,0,8,Monday,application-Web Based Application
WBS000271,3 Medium,KM0001389,1.0,0.0,0.0,0,8,Monday,application-SAP
WBS000088,3 Medium,KM0000611,1.0,0.0,0.0,0,9,Monday,application-Web Based Application
WBS000091,5 Very Low,KM0001444,2.0,0.0,0.0,0,9,Monday,computer-Laptop
WBS000318,4 Low,KM0000839,1.0,0.0,0.0,1,9,Monday,application-Web Based Application
WBS000280,3 Medium,KM0000963,1.0,0.0,0.0,0,9,Monday,networkcomponents-Network Component
WBS000098,4 Low,KM0000924,1.0,0.0,0.0,0,9,Monday,computer-Omgeving
WBS000263,4 Low,KM0001106,1.0,0.0,0.0,0,9,Monday,application-Server Based Application
WBS000152,5 Very Low,KM0001178,1.0,0.0,1.0,0,9,Monday,application-Web Based Application
WBS000048,5 Very Low,KM0000310,1.0,0.0,0.0,0,9,Monday,application-Server Based Application
WBS000088,2 High,KM0000611,1.0,0.0,0.0,0,10,Monday,application-Web Based Application
WBS000043,3 Medium,KM0001763,1.0,0.0,0.0,1,10,Monday,application-Server Based Application
WBS000073,4 Low,KM0001880,1.0,0.0,0.0,0,10,Monday,application-Client Based Application
WBS000311,3 Medium,KM0001274,1.0,0.0,0.0,0,10,Monday,application-Server Based Application
WBS000267,3 Medium,KM0000182,2.0,0.0,0.0,1,10,Monday,hardware-DataCenterEquipment
WBS000013,3 Medium,KM0000052,1.0,0.0,0.0,0,10,Monday,application-Server Based Application
WBS000271,3 Medium,KM0001163,1.0,0.0,0.0,1,10,Monday,application-SAP
WBS000250,3 Medium,KM0002071,1.0,0.0,0.0,0,10,Monday,subapplication-Server Based Application
WBS000091,5 Very Low,KM0001012,1.0,0.0,0.0,0,10,Monday,application-Desktop Application
WBS000073,4 Low,KM0001786,1.0,0.0,0.0,0,10,Monday,application-Server Based Application
WBS000073,4 Low,KM0001728,1.0,0.0,0.0,0,11,Monday,subapplication-Web Based Application
WBS000326,2 High,KM0001699,4.0,0.0,0.0,0,11,Monday,application-Server Based Application
WBS000326,3 Medium,KM0001699,1.0,0.0,0.0,0,11,Monday,application-Server Based Application
WBS000183,3 Medium,KM0001141,1.0,0.0,0.0,0,11,Monday,storage-Controller
WBS000182,3 Medium,KM0001141,1.0,0.0,0.0,0,11,Monday,storage-SAN
WBS000048,3 Medium,KM0001583,1.0,0.0,0.0,1,11,Monday,application-Server Based Application
WBS000098,4 Low,KM0001953,1.0,0.0,0.0,0,11,Monday,subapplication-Citrix
WBS000183,3 Medium,KM0001141,1.0,0.0,0.0,0,11,Monday,storage-Controller
WBS000088,2 High,KM0000611,1.0,0.0,0.0,0,11,Monday,application-Web Based Application
WBS000073,4 Low,KM0000705,1.0,0.0,0.0,1,11,Monday,subapplication-Web Based Application
WBS000146,3 Medium,KM0000279,1.0,0.0,0.0,1,11,Monday,computer-Banking Device
WBS000093,4 Low,KM0001186,1.0,0.0,0.0,0,11,Monday,application-Desktop Application
WBS000073,4 Low,KM0001365,2.0,0.0,0.0,1,11,Monday,application-Server Based Application
WBS000199,3 Medium,KM0000940,1.0,0.0,0.0,0,12,Monday,application-Server Based Application
WBS000146,2 High,KM0000274,1.0,0.0,0.0,1,12,Monday,computer-Banking Device
WBS000073,3 Medium,KM0001313,1.0,0.0,0.0,1,12,Monday,application-Web Based Application
WBS000091,4 Low,KM0000966,1.0,0.0,0.0,1,13,Monday,computer-Laptop
WBS000091,5 Very Low,KM0001444,1.0,0.0,0.0,1,13,Monday,computer-Laptop
WBS000307,4 Low,KM0001859,1.0,0.0,0.0,0,14,Monday,application-Server Based Application
WBS000073,4 Low,KM0000751,1.0,0.0,0.0,0,14,Monday,subapplication-Web Based Application
WBS000326,4 Low,KM0001490,1.0,0.0,0.0,1,14,Monday,application-Server Based Application
WBS000182,3 Medium,KM0001141,1.0,0.0,0.0,0,14,Monday,storage-Controller
